student_id;name;surname;email;phone_number;program_name;semester;study_mode
f02e78d4-1b6e-4444-81be-2612c16b7942;Name_1;Surname_1;student1@example.com;+48 467 261 466;Program_1;8;Full-time
589efff0-7e14-47e4-867d-49ffd787acbd;Name_2;Surname_2;student2@example.com;+48 408 774 747;Program_2;7;Part-time
7f416ce1-9a63-4d2d-92b3-f6bc3a0a89c3;Name_3;Surname_3;student3@example.com;+48 794 716 411;Program_3;9;Full-time
460e3f3b-bd21-413d-9f3d-873fb60d64cf;Name_4;Surname_4;student4@example.com;+48 559 314 535;Program_4;4;Part-time
7d4d2919-6fde-4d6c-b3c5-4acc4a19e34f;Name_5;Surname_5;student5@example.com;+48 940 200 151;Program_5;2;Part-time
f18c056b-0729-4e94-b56b-ea292eada2d6;Name_6;Surname_6;student6@example.com;+48 645 999 744;Program_6;9;Full-time
31ef3b4f-b36f-4631-93b0-1828c4787a96;Name_7;Surname_7;student7@example.com;+48 664 730 340;Program_7;3;Part-time
44046d8e-7a6c-47d9-81fe-c4339349b5fa;Name_8;Surname_8;student8@example.com;+48 390 482 137;Program_8;5;Part-time
4ffa1187-9db2-4df6-930a-164b8de6d7c2;Name_9;Surname_9;student9@example.com;+48 745 336 678;Program_9;6;Full-time
7d1a577d-82c3-46a5-828b-01601e54011c;Name_10;Surname_10;student10@example.com;+48 771 917 282;Program_10;6;Part-time
9633b75d-4e98-45bf-a255-d1f8edfb8104;Name_11;Surname_11;student11@example.com;+48 846 948 490;Program_11;10;Full-time
0cc4b37a-c94d-49ad-9ed5-d8a3f63564bb;Name_12;Surname_12;student12@example.com;+48 442 864 643;Program_12;2;Full-time
a62b4542-dd29-4865-a1d5-d8a1152fac81;Name_13;Surname_13;student13@example.com;+48 214 753 217;Program_13;1;Full-time
27f18b3a-55f3-47cc-83e7-8c3e2e699088;Name_14;Surname_14;student14@example.com;+48 359 561 836;Program_14;6;Full-time
a96f8b4a-4dc5-4175-b27b-57d4c96fd5ca;Name_15;Surname_15;student15@example.com;+48 364 890 171;Program_15;4;Part-time
aa78219f-4a46-4131-8d3a-3808b9034b1d;Name_16;Surname_16;student16@example.com;+48 365 975 955;Program_16;2;Part-time
23fe87a3-f169-4394-ac47-57aceb4a9144;Name_17;Surname_17;student17@example.com;+48 671 456 500;Program_17;6;Full-time
ea9e4728-e8c5-4f9c-a9e4-f5f3165bd34f;Name_18;Surname_18;student18@example.com;+48 683 175 829;Program_18;7;Full-time
65f8fb0c-122e-4ddf-b010-35d9c55d8d92;Name_19;Surname_19;student19@example.com;+48 666 132 933;Program_19;6;Part-time
ce1953a3-33ac-417f-b6e3-68bcfa11ea35;Name_20;Surname_20;student20@example.com;+48 294 654 681;Program_20;1;Full-time
44c13881-b0db-4eb2-8868-95eb26a7d84b;Name_21;Surname_21;student21@example.com;+48 451 270 792;Program_21;6;Part-time
aac0aadb-2509-4e1a-ac3d-8a2cf9373636;Name_22;Surname_22;student22@example.com;+48 120 465 596;Program_22;3;Full-time
a3215deb-3b4d-4332-bc92-0acac7e9fed8;Name_23;Surname_23;student23@example.com;+48 556 677 332;Program_23;3;Full-time
61cbe8ad-1236-4ed5-8a8e-264c6573d162;Name_24;Surname_24;student24@example.com;+48 354 970 816;Program_24;4;Part-time
d00410dc-c647-47c3-b0fc-a7c00be76e21;Name_25;Surname_25;student25@example.com;+48 451 499 145;Program_25;7;Full-time
6e87a49c-d72d-4e80-bec1-fa7383c424e3;Name_26;Surname_26;student26@example.com;+48 565 986 766;Program_26;8;Part-time
8f40e966-2234-48e8-97ff-20a1c457571d;Name_27;Surname_27;student27@example.com;+48 593 698 846;Program_27;10;Full-time
145848b3-fac2-4c95-87e2-6e9288f68dce;Name_28;Surname_28;student28@example.com;+48 429 460 253;Program_28;6;Part-time
2b9df8b1-671f-4a92-9d8e-6eaac4edd950;Name_29;Surname_29;student29@example.com;+48 317 148 880;Program_29;10;Part-time
0ec86bb8-98f1-4d34-9b87-04323fe6fd60;Name_30;Surname_30;student30@example.com;+48 584 464 789;Program_30;10;Part-time
fca0e3fe-a230-4dc9-af3c-103e2d00e1f6;Name_31;Surname_31;student31@example.com;+48 171 916 374;Program_31;2;Part-time
78afa826-0892-4c3c-be44-0ad69de8af36;Name_32;Surname_32;student32@example.com;+48 393 997 519;Program_32;2;Part-time
e4c8b72b-b4a7-414d-9558-7e54d8703af1;Name_33;Surname_33;student33@example.com;+48 763 952 734;Program_33;2;Part-time
bccde30a-3af9-41ce-baa2-a48d9670475a;Name_34;Surname_34;student34@example.com;+48 162 857 665;Program_34;5;Full-time
2126118b-25ba-4372-95d2-d6283829b370;Name_35;Surname_35;student35@example.com;+48 585 138 128;Program_35;3;Full-time
5f067942-ce81-4e6c-97b3-ace5cacd78da;Name_36;Surname_36;student36@example.com;+48 822 445 418;Program_36;7;Full-time
a4af0ece-bd54-4461-a60f-d2c37ca321e2;Name_37;Surname_37;student37@example.com;+48 811 874 334;Program_37;4;Part-time
89e93184-47f0-4e3c-940c-af9f5b28c07e;Name_38;Surname_38;student38@example.com;+48 862 785 424;Program_38;2;Full-time
78c689fe-82c2-4bea-b928-51a9cbfafa9c;Name_39;Surname_39;student39@example.com;+48 393 543 714;Program_39;3;Full-time
298dba4f-e683-4a85-abda-6f96c721e42e;Name_40;Surname_40;student40@example.com;+48 785 351 583;Program_40;4;Full-time
72ae1689-0710-48dc-a4da-f406b681a37f;Name_41;Surname_41;student41@example.com;+48 590 519 235;Program_41;3;Full-time
449ecdc1-6e6c-4808-913a-3c2a0168e19d;Name_42;Surname_42;student42@example.com;+48 170 663 632;Program_42;9;Part-time
243c3338-b916-4b81-bc7e-6713f3462904;Name_43;Surname_43;student43@example.com;+48 169 138 964;Program_43;2;Full-time
19ca5076-c9f4-4104-bd4e-916dd1ca186b;Name_44;Surname_44;student44@example.com;+48 169 461 631;Program_44;3;Full-time
aa20f4ad-c169-4b77-9720-2d154645b957;Name_45;Surname_45;student45@example.com;+48 438 256 984;Program_45;3;Part-time
0ff9dfb1-92c0-4329-a389-9d338e55477d;Name_46;Surname_46;student46@example.com;+48 978 500 140;Program_46;8;Part-time
7c38c6ea-b68c-4783-905b-cf5f9774499b;Name_47;Surname_47;student47@example.com;+48 585 279 652;Program_47;8;Full-time
b26b01b0-b731-4ac5-814a-95734f7a28ec;Name_48;Surname_48;student48@example.com;+48 941 404 429;Program_48;8;Full-time
e6295538-a5ac-4d90-930d-2b106255d3be;Name_49;Surname_49;student49@example.com;+48 916 303 377;Program_49;6;Full-time
e8c390aa-8ed0-41bb-bb33-74383b8cbf1f;Name_50;Surname_50;student50@example.com;+48 249 119 263;Program_50;1;Part-time
9aed30d5-4d4a-4735-823c-a3d7c7bce8d5;Name_51;Surname_51;student51@example.com;+48 246 984 339;Program_51;7;Part-time
5dcd4223-9b95-4229-9cc0-253bb44b66b9;Name_52;Surname_52;student52@example.com;+48 480 829 234;Program_52;9;Part-time
5008c2ca-963a-4beb-981f-83361cdba507;Name_53;Surname_53;student53@example.com;+48 236 302 479;Program_53;5;Part-time
1187988f-1ba6-4d32-8257-fc559b29c55e;Name_54;Surname_54;student54@example.com;+48 932 823 990;Program_54;10;Full-time
1437f1c4-0213-4090-ad63-83a6bc10c742;Name_55;Surname_55;student55@example.com;+48 234 942 728;Program_55;7;Part-time
b11e6631-8fd7-418c-a74b-c7b4b23ffd27;Name_56;Surname_56;student56@example.com;+48 405 111 274;Program_56;8;Part-time
57826378-5e1d-4aea-9e8c-e545bc6378b8;Name_57;Surname_57;student57@example.com;+48 280 807 632;Program_57;9;Full-time
78ded432-c1f2-42a1-830a-2fabad467dc1;Name_58;Surname_58;student58@example.com;+48 571 277 304;Program_58;9;Part-time
dcfebfc6-d5c3-4b93-b937-6c055e48a244;Name_59;Surname_59;student59@example.com;+48 930 972 929;Program_59;4;Part-time
b526f005-5c1f-46a9-b44d-5555a97f3381;Name_60;Surname_60;student60@example.com;+48 913 425 716;Program_60;10;Full-time
2ac48723-bde7-4aeb-a9f9-ab8802b4b771;Name_61;Surname_61;student61@example.com;+48 317 223 590;Program_61;4;Full-time
257d11d9-8ba2-47d1-98f8-3a34397cf37a;Name_62;Surname_62;student62@example.com;+48 601 693 553;Program_62;4;Part-time
a3b3b3cb-792a-45e1-8868-86fe81dd67fc;Name_63;Surname_63;student63@example.com;+48 856 217 521;Program_63;6;Part-time
3fab06b5-760d-48f8-b243-75574944e2ee;Name_64;Surname_64;student64@example.com;+48 765 925 136;Program_64;1;Part-time
b3912ed4-7479-46f5-b3e8-1c123091163c;Name_65;Surname_65;student65@example.com;+48 105 634 864;Program_65;10;Full-time
7f3e04ea-f0aa-45e2-86d1-4a94992816c6;Name_66;Surname_66;student66@example.com;+48 531 474 660;Program_66;8;Full-time
b7ffa439-a7ae-450f-8a27-f0eadce8bd19;Name_67;Surname_67;student67@example.com;+48 324 993 760;Program_67;5;Full-time
a5410da6-7292-4784-a221-14f74d600a77;Name_68;Surname_68;student68@example.com;+48 311 838 542;Program_68;7;Part-time
d697d916-7dc0-4d05-a766-944515113f22;Name_69;Surname_69;student69@example.com;+48 773 280 781;Program_69;5;Full-time
90ebaa12-fba6-41a0-ac89-dc8e6a7507dc;Name_70;Surname_70;student70@example.com;+48 847 481 557;Program_70;1;Part-time
c2768752-fcdb-4c1c-8ee7-00c39646158d;Name_71;Surname_71;student71@example.com;+48 244 997 905;Program_71;10;Full-time
3d58f20d-f5f4-4ee4-a07a-d4cbb3e54736;Name_72;Surname_72;student72@example.com;+48 213 975 926;Program_72;4;Part-time
3174e640-dbc1-43e6-9fcd-a00beefe79c1;Name_73;Surname_73;student73@example.com;+48 659 267 586;Program_73;2;Full-time
bcd5750b-1627-4067-b95d-8e4bf5735655;Name_74;Surname_74;student74@example.com;+48 828 610 272;Program_74;6;Part-time
a6051ccc-aec9-4278-b19d-f08fc0dde092;Name_75;Surname_75;student75@example.com;+48 476 438 553;Program_75;9;Part-time
d1979f84-5606-415c-a2ee-3d9e276a880c;Name_76;Surname_76;student76@example.com;+48 308 721 713;Program_76;3;Part-time
c75d948f-f760-420e-ae5e-1a52e6bc3ef3;Name_77;Surname_77;student77@example.com;+48 356 724 353;Program_77;2;Full-time
4e816f9e-1f6d-4ba4-b9c8-69840a94671f;Name_78;Surname_78;student78@example.com;+48 260 486 176;Program_78;3;Full-time
7c0ec829-4aa3-49c4-a094-a3f76affd19d;Name_79;Surname_79;student79@example.com;+48 387 157 486;Program_79;7;Full-time
b4dadabe-49e4-48f9-8d1a-e97f7a33dda8;Name_80;Surname_80;student80@example.com;+48 934 771 533;Program_80;4;Part-time
