student_id;name;surname;email;phone_number;program_name;semester;study_mode
f02e78d4-1b6e-4444-81be-2612c16b7942;Updated_Name_1;Updated_Surname_1;updated_student1@example.com;+48 262 344 620;Updated_Program_1;5;Full-time
589efff0-7e14-47e4-867d-49ffd787acbd;Updated_Name_2;Updated_Surname_2;updated_student2@example.com;+48 403 780 492;Updated_Program_2;4;Full-time
7f416ce1-9a63-4d2d-92b3-f6bc3a0a89c3;Updated_Name_3;Updated_Surname_3;updated_student3@example.com;+48 336 206 401;Updated_Program_3;4;Full-time
460e3f3b-bd21-413d-9f3d-873fb60d64cf;Updated_Name_4;Updated_Surname_4;updated_student4@example.com;+48 127 661 887;Updated_Program_4;5;Part-time
7d4d2919-6fde-4d6c-b3c5-4acc4a19e34f;Updated_Name_5;Updated_Surname_5;updated_student5@example.com;+48 607 977 850;Updated_Program_5;8;Full-time
f18c056b-0729-4e94-b56b-ea292eada2d6;Updated_Name_6;Updated_Surname_6;updated_student6@example.com;+48 652 239 312;Updated_Program_6;5;Part-time
31ef3b4f-b36f-4631-93b0-1828c4787a96;Updated_Name_7;Updated_Surname_7;updated_student7@example.com;+48 231 879 783;Updated_Program_7;3;Full-time
44046d8e-7a6c-47d9-81fe-c4339349b5fa;Updated_Name_8;Updated_Surname_8;updated_student8@example.com;+48 556 589 698;Updated_Program_8;2;Part-time
4ffa1187-9db2-4df6-930a-164b8de6d7c2;Updated_Name_9;Updated_Surname_9;updated_student9@example.com;+48 893 701 968;Updated_Program_9;9;Part-time
7d1a577d-82c3-46a5-828b-01601e54011c;Updated_Name_10;Updated_Surname_10;updated_student10@example.com;+48 977 812 916;Updated_Program_10;4;Full-time
9633b75d-4e98-45bf-a255-d1f8edfb8104;Updated_Name_11;Updated_Surname_11;updated_student11@example.com;+48 188 345 804;Updated_Program_11;8;Part-time
0cc4b37a-c94d-49ad-9ed5-d8a3f63564bb;Updated_Name_12;Updated_Surname_12;updated_student12@example.com;+48 529 113 194;Updated_Program_12;9;Full-time
a62b4542-dd29-4865-a1d5-d8a1152fac81;Updated_Name_13;Updated_Surname_13;updated_student13@example.com;+48 303 483 357;Updated_Program_13;6;Full-time
27f18b3a-55f3-47cc-83e7-8c3e2e699088;Updated_Name_14;Updated_Surname_14;updated_student14@example.com;+48 685 109 243;Updated_Program_14;1;Part-time
a96f8b4a-4dc5-4175-b27b-57d4c96fd5ca;Updated_Name_15;Updated_Surname_15;updated_student15@example.com;+48 806 382 306;Updated_Program_15;7;Part-time
aa78219f-4a46-4131-8d3a-3808b9034b1d;Updated_Name_16;Updated_Surname_16;updated_student16@example.com;+48 779 290 178;Updated_Program_16;10;Part-time
23fe87a3-f169-4394-ac47-57aceb4a9144;Updated_Name_17;Updated_Surname_17;updated_student17@example.com;+48 885 200 164;Updated_Program_17;1;Part-time
ea9e4728-e8c5-4f9c-a9e4-f5f3165bd34f;Updated_Name_18;Updated_Surname_18;updated_student18@example.com;+48 474 510 258;Updated_Program_18;2;Part-time
65f8fb0c-122e-4ddf-b010-35d9c55d8d92;Updated_Name_19;Updated_Surname_19;updated_student19@example.com;+48 963 987 569;Updated_Program_19;8;Full-time
ce1953a3-33ac-417f-b6e3-68bcfa11ea35;Updated_Name_20;Updated_Surname_20;updated_student20@example.com;+48 316 452 802;Updated_Program_20;9;Part-time
44c13881-b0db-4eb2-8868-95eb26a7d84b;Updated_Name_21;Updated_Surname_21;updated_student21@example.com;+48 643 605 847;Updated_Program_21;3;Part-time
aac0aadb-2509-4e1a-ac3d-8a2cf9373636;Updated_Name_22;Updated_Surname_22;updated_student22@example.com;+48 396 302 348;Updated_Program_22;6;Full-time
a3215deb-3b4d-4332-bc92-0acac7e9fed8;Updated_Name_23;Updated_Surname_23;updated_student23@example.com;+48 920 532 817;Updated_Program_23;6;Part-time
61cbe8ad-1236-4ed5-8a8e-264c6573d162;Updated_Name_24;Updated_Surname_24;updated_student24@example.com;+48 117 363 685;Updated_Program_24;3;Full-time
d00410dc-c647-47c3-b0fc-a7c00be76e21;Updated_Name_25;Updated_Surname_25;updated_student25@example.com;+48 596 190 482;Updated_Program_25;8;Part-time
6e87a49c-d72d-4e80-bec1-fa7383c424e3;Updated_Name_26;Updated_Surname_26;updated_student26@example.com;+48 154 480 153;Updated_Program_26;6;Full-time
8f40e966-2234-48e8-97ff-20a1c457571d;Updated_Name_27;Updated_Surname_27;updated_student27@example.com;+48 535 134 927;Updated_Program_27;9;Full-time
145848b3-fac2-4c95-87e2-6e9288f68dce;Updated_Name_28;Updated_Surname_28;updated_student28@example.com;+48 371 185 822;Updated_Program_28;8;Full-time
2b9df8b1-671f-4a92-9d8e-6eaac4edd950;Updated_Name_29;Updated_Surname_29;updated_student29@example.com;+48 624 821 480;Updated_Program_29;8;Full-time
0ec86bb8-98f1-4d34-9b87-04323fe6fd60;Updated_Name_30;Updated_Surname_30;updated_student30@example.com;+48 398 507 795;Updated_Program_30;8;Full-time
